comment,rating,Вопрос не решен,Вопрос решен,Не понравилось качество услуги,Не понравился результат услуги,Понравилась работа сотрудников,Понравилась скорость работы,Понравилось качество услуги,Понравился результат услуги,Претензии и предложения
"пришёл пьяный сантехник,ни хрена не сделал,но заявка выполнена лицо со слезами радости лицо со слезами радости лицо со слезами радости",5.0,0,1,1,0,0,0,0,0,1
"даже никто и не подходил к отвалившейся плитке, каким образом стоит статус выполнено ? свершилось чудо целый месяц приклеивали, спасибо и на этом",5.0,0,0,0,1,0,0,0,0,1
после после проведенной регулировки окно стало цеплять раму,5.0,0,0,1,0,0,0,0,0,1
"-1 звезда за то,что не оперативно реагируете на заявки банальные",5.0,0,0,0,0,0,0,0,0,1
"соседи так же продолжают ставить вещи , прошу принять меры",5.0,1,0,0,0,0,0,0,0,1
всеееееее оооооооочень долгоооооо,5.0,0,0,0,0,0,0,0,0,1
отлично! спасибо),5.0,0,0,0,0,0,0,0,1,0
"решили просто закрыть, не выполнив?!",5.0,1,0,0,0,0,0,0,0,0
хотелось бы более быстрого решения проблемы,5.0,0,0,0,0,0,0,0,0,1
"проблему с течью воды устранили,но смеситель мне не заменили!",5.0,0,1,1,1,0,0,0,0,0
выполнили заявку через 2 недели,5.0,0,1,0,0,0,0,0,0,1
решили сами,5.0,0,1,0,0,0,0,0,0,0
отдельная  благодарность инженеру кириллу,5.0,0,0,0,0,1,0,0,0,0
"к моменту когда запланированы работы по установке шлагбаум, прошу рассмотреть возможность установки противондального шлагбаума",5.0,1,0,0,0,0,0,0,0,1
21.01 уборку провели,5.0,0,1,0,0,0,0,0,0,0
неверные показания,5.0,0,0,0,1,0,0,0,0,0
"огромная благодарность службе клининга за решение непростого, но очень важного вопроса! навели идеальный порядок на указанных этажах, эвакуационные лестницы свободны! впечатлили, спасибо вам сложенные руки (молитва или благодарность) два сердца",5.0,0,1,0,0,1,0,1,1,0
снова окно дует хуже прежнего и не открывается на проветривание,5.0,0,0,1,1,0,0,0,0,0
"молодцы, спасибо.",5.0,0,1,0,0,1,0,0,0,0
чётко,5.0,0,0,0,0,0,0,0,1,0
задача ни решена,5.0,1,0,0,0,0,0,0,0,0
"жду перерасчета в квитанции, получается ?? тогда пока не оплачиваю тут выставленный счет",5.0,0,0,0,0,0,0,0,0,1
благодарю.,5.0,0,1,0,0,0,0,0,0,0
прошу отремонтировать розетку. доступ предоставлен.,5.0,1,0,0,0,0,0,0,0,0
"ситуация стала лучше, но все равно есть перепады давления",5.0,0,0,1,0,0,0,0,1,0
как вода стояла в поддоне так и стоит,5.0,1,0,0,0,0,0,0,0,0
никаких действий по заявке не произведено,5.0,1,0,0,0,0,0,0,0,1
пересчет в декабре не произведен!,5.0,1,0,0,0,0,0,0,0,0
"домофон звонит, но открыть дверь через него из квартиры я открыть не могу.",5.0,0,1,0,1,0,0,0,0,0
пока работает,5.0,0,1,0,0,0,0,0,0,0
жду ответа,5.0,1,0,0,0,0,0,0,0,0
после опломбировки не оставили документы в почтовом ящике. как их можно получить?,5.0,1,0,0,1,0,0,0,0,0
"большое спасибо за качественную,быструю и  профессиональную работу!!!",5.0,0,0,0,0,1,1,1,1,0
всё отлично!,5.0,0,0,0,0,1,1,1,1,0
конструкция была смонтирована еще летом. никаких работ не производилось. прошу убрать конструкцию от моего помещения.,5.0,0,0,0,1,0,0,0,0,0
"работы не проводились и не начинались, ""завершились"" - они в фантазиях ))... с откоса как дуло,так и дует, со свистом!!!! из стены над окном тоже дует ветер!",5.0,1,0,0,1,0,0,0,0,0
спасибо большое  сложенные руки (молитва или благодарность) сложенные руки (молитва или благодарность) сложенные руки (молитва или благодарность) руки в форме сердца руки в форме сердца руки в форме сердца,5.0,0,1,0,0,0,0,0,0,0
на конец то. спасибо.,5.0,0,1,0,0,0,0,0,0,0
"работа выполнена, большое спасибо",5.0,0,1,0,0,0,0,0,0,0
не  горят,5.0,0,0,0,1,0,0,0,0,0
"качество материалов на высшем уровне, водяные счётчики не прожили и двух лет. а цены на квартиры как будто материалы из чистого золота. главное что никто не за что не отвечает.  впрочем ничего нового. стабильность это хорошо!",5.0,0,0,0,1,0,0,1,0,1
наконец то,5.0,0,1,0,0,0,0,0,0,0
заявка не исполнена,5.0,1,0,0,0,0,0,0,0,0
чего не сделано,5.0,0,0,0,1,0,0,0,0,0
"до сих пор в приложении нет актуальной информации о поверке счётчиков, я не могу из за этого передать показания.",5.0,0,0,0,0,0,0,0,0,1
"прошу исключить услугу ""обслуживание систем безопасности"" из квитанции. услуга домофона/видео для кладовой невозможна. в кладовую позвонить нельзя.",5.0,0,0,0,0,0,0,0,0,1
пломбировку сделали. ждем начисления),5.0,0,0,0,0,0,0,0,1,0
а дверь кто будет убирать?,5.0,0,0,0,0,0,0,0,0,1
спасибо! наконец-то всё работает.,5.0,0,1,0,0,0,0,0,1,0
нужно поменять фоновую трубу,5.0,1,0,0,0,0,0,0,0,0
жду появления счетчика в лк,5.0,0,0,0,0,0,0,0,0,1
не отражен статус по поверке в приложении,5.0,0,0,0,0,0,0,0,0,1
все оперативно.,5.0,0,0,0,0,0,1,0,0,0
достойное решение инженера,5.0,0,0,0,0,1,0,1,1,0
ключ не работает!,5.0,0,0,0,1,0,0,0,0,0
"почему не отражается что проверка пройдена, пишет пройти же проверку в лк. даже на сообщение не ответили молча закрыли заявку",5.0,0,0,0,0,0,0,0,0,1
можно было б и быстрее,5.0,0,0,0,0,0,0,0,0,1
очень долго ожидала реакции на заявку,5.0,0,0,0,0,0,0,0,0,1
стоимость услуги высока!,5.0,0,0,1,0,0,0,0,0,0
несколько дней делали,5.0,0,0,0,0,0,0,0,0,1
благодарю за оперативность,5.0,0,0,0,0,0,1,0,0,0
"не убирали, перерасчет",5.0,1,0,0,1,0,0,0,0,0
